isbn,17,1
9781509858637,21,2
9780141033570,2,10
9781784701994,18,3
9781845298258,5,0
9781846041242,17,0
9780330523622,0,9
9781780722405,7,5
9781780723044,16,3
9780241351642,21,7
9781846685828,14,3
9781925228601,1,2
9780141038872,19,0
9781401954406,12,2
9780141976143,18,2
9780241351635,12,0
9780141988511,10,10
9780954852023,2,5
9781401948368,3,6
9780761169253,18,2
9781611800586,19,2
9781509852505,6,5
9781780338378,12,1
9780091922146,10,9
9780890425558,21,8
9781401957650,2,8
9780241250990,16,5
9781433805615,15,7
9781451695199,21,4
9780330533447,1,9
9781843106692,7,6
9781846683145,3,2
9781780225920,3,10
9780321832016,9,2
9780062427137,19,7
9781846148583,0,8
9780141985138,9,4
9780684838656,11,1
9781405923316,13,6
9781593851286,20,8
9780753823835,9,9
9781572245136,21,3
9781780332024,4,9
9780465094455,2,1
9780736092265,12,6
9780143113102,10,10
9780753557150,20,3
9780060753641,0,3
9781509858613,13,1
9781781802571,15,1
9780553380996,2,8
9780330523677,13,5
9781405923538,4,1
9780199689903,8,9
9781462516995,6,10
9781843104810,5,0
9781401953119,3,3
9780702046544,19,4
9781447208266,20,8
9781400045372,5,7
9781903348345,21,3
9780143127741,7,5
9781587790362,1,4
9781626251137,10,5
9780753825853,14,10
9780753827871,16,6
9780007250929,13,6
9781846681325,5,4
9781473619357,20,4
9780061719615,0,7
9781600940521,1,0
9781561706280,10,2
9781509822805,18,4
9781572307810,5,5
9780807014271,8,5
9781860542381,15,5
9781462526789,20,4
9781444738179,1,5
9780982978658,2,4
9781447275404,7,5
9780553345391,1,3
9780465016907,6,10
9780062326034,0,10
9781529110944,1,0
9781101980385,11,7
9780465061716,15,3
9780141975443,11,2
9781623158088,6,9
9781849010986,17,0
9781845295899,20,5
9781785041228,1,4
9781582703268,18,5
9781941631560,4,5
9780307888440,19,0
9781609185046,10,6
9781593854454,0,10
9781861976574,19,3
9781615190805,9,4
9780753823064,13,1
9781848313477,11,1
9780415922227,13,4
9780008128005,9,0
9780099584575,8,8
9780671657864,9,9
9780330523592,7,3
9781529010817,12,9
9780969276814,14,8
9780767908726,21,10
9780241303559,21,5
9781444786187,14,9
9781593853723,20,2
9780393703276,16,10
9780451217325,14,0
9780890425565,19,10
9781937473808,5,6
9781462520428,14,3
9781684033010,16,2
9780345339256,9,8
9781101911761,8,7
9781603585613,13,10
9781845290573,0,2
9780914955009,3,9
9781593859756,2,3
9780553386394,11,4
9780891419198,4,10
9781572244252,3,5
9780718179076,20,9
9780470923351,12,7
9781409183747,9,10
9780892819270,9,3
9780071468275,17,8
9781587790638,12,7
9781250004048,14,5
9781570671043,14,8
9780729542623,12,2
9780939616572,12,2
9780141018997,17,7
9781905812264,16,3
9780749923730,11,8
9780415833547,2,6
9780983263371,18,3
9780143116387,19,9
9781626361287,15,7
9781609611545,17,0
9781609182274,6,0
9780330523608,20,7
9780340878286,6,9
9781784721916,20,0
9780062571298,10,5
9780729542593,13,4
9781583335543,20,1
9781509844333,14,8
9780736083867,15,3
9781780331188,0,8
9780968766538,0,5
9781905812172,1,6
9780062268747,6,8
9781400052189,15,0
9781841813509,21,3
9781846149191,15,7
9781741750973,4,6
9781925596038,0,8
9780062698148,10,10
9781626251700,9,6
9780062562852,14,8
9780465092840,5,4
9781400033461,19,6
9780729542548,2,1
9780757318375,12,2
9780140192452,12,7
9781905319268,14,8
9781608824946,20,9
9780970245885,13,1
9780062347473,2,10
9780415708234,21,0
9781250076229,10,9
9781785920745,13,3
9781580085793,5,5
9780373892327,2,2
9781785042157,10,6
9781849027700,15,5
9780393706130,5,5
9780753557563,14,1
9781851687930,9,7
9780954852016,7,1
9780356503820,8,0
9781465462763,3,8
9780393706055,9,6
9780718179045,18,0
9780198719410,15,4
9780393339758,8,3
9781785041327,17,1
9781473657601,12,9
9780091906955,9,8
9781482315820,6,3
9780064603065,7,4
9781780229034,15,9
9781496310118,20,10
9780812988406,9,3
9780062347480,7,9
9780670785933,0,1
9781845297435,7,10
9780062507549,18,0
9780399162718,10,9
9780316182690,17,0
9781455726134,16,9
9781623170240,1,7
9780951951736,13,2
9781138806139,7,0
9781462508143,4,2
9780749959241,19,0
9780553818499,15,6
9783850687737,21,10
9781447242734,19,0
9780729542364,14,6
9781538712610,8,5
9781572305618,19,10
9780753557167,17,6
9781572304512,9,5
9780553386738,14,6
9781472111821,14,4
9780099501640,11,2
9780465084999,8,9
9781608827602,2,9
9781911617044,18,1
9781849018784,21,1
9781912023387,21,3
9781760113742,12,0
9780393712377,8,10
9781426218460,11,3
9781509893911,3,0
9780722536230,8,9
9780321036636,2,0
9780648352402,2,9
9780415559997,20,4
9780914955573,14,6
9780500517345,1,2
9781617230127,4,1
9780809228409,14,10
9781118877715,20,3
9780452281325,12,2
9781760113643,8,1
9781409183761,18,10
9781626252158,2,8
9780393705164,12,2
9780753545652,19,5
9780141007458,18,10
9780393706451,3,10
9781903458785,4,2
9780062201669,8,4
9780470665411,4,3
9781771642651,8,5
9780999676189,5,6
9780241309100,15,0
9781609184940,13,10
9780099557555,5,0
9781760529093,17,10
9780553386721,9,6
9781439170915,12,8
9781472963611,7,9
9780099481324,10,5
9781405932639,15,0
9781908261151,17,4
9781784706883,12,10
9780330523646,17,5
9781932565225,0,0
9780241317945,5,1
9781455502004,4,10
9780143114963,7,0
9780007498086,2,5
9781260143676,13,3
9781101884232,4,2
9781854875860,11,4
9780615477121,7,0
9780751573381,9,6
9780895947369,0,0
9780465021475,6,4
9781473962583,15,3
9780345305831,12,8
9780008239336,0,1
9781608828029,0,0
9781433803833,7,10
9780965987301,7,0
9780761128687,2,1
9780399162725,15,5
9781292216119,2,9
9780008210915,4,1
9781626253735,21,8
9781480216891,7,4
9780729541770,11,1
9781911344773,5,10
9780062843395,14,8
9781921966460,5,9
9781583944899,3,2
9780091901813,13,8
9781462515356,19,7
9781849054928,4,7
9780062376589,1,3
9781848374645,7,7
9780140134599,20,10
9780345336569,4,10
9781462513260,16,1
9780415870535,15,9
9781784162818,3,8
9780143038580,12,8
9781615191918,9,8
9780141034720,8,9
9780062847058,4,2
9780702051319,13,2
9781609186494,20,4
9781907904103,19,5
9781846144479,17,0
9781849057172,5,2
9781743074497,18,1
9781476749860,16,2
9781447225997,13,3
9780553382334,13,7
9781609184704,8,5
9780393707007,15,7
9781583949948,20,2
9780702040511,3,8
9781573229203,7,8
9781907704703,13,6
9781848191969,11,5
9781119442608,8,9
9781580911672,17,5
9780749927486,0,4
9780071597173,7,4
9781626256224,11,1
9780988775114,1,4
9780141983387,3,7
9780393707878,6,9
9780465028023,8,7
9780241294758,16,4
9780062130792,11,6
9781911617549,5,9
9781849053419,14,2
9781609182298,9,0
9781529018585,3,5
9780349410067,13,4
9781781802663,0,7
9781845291556,7,3
9780330508902,7,1
9780702057359,12,0
9781849059954,12,2
9781473611771,12,5
9780393704570,5,9
9780141975344,21,10
9781849010665,2,5
9781250127761,9,10
9780195115017,5,2
9780071825108,16,8
9781785922633,16,5
9781849014496,0,9
9781556439698,0,5
9780939266067,15,6
9781743314753,19,2
9780729542647,1,5
9781626251205,2,0
9781626253186,5,9
9780684853949,15,6
9781590301319,21,5
9780393301359,8,5
9780985690434,19,7
9781433801310,9,9
9781881217404,8,1
9781558320383,15,10
9781401902100,14,2
9781608825820,9,5
9780961307370,2,8
9780345303356,1,3
9781405933940,19,4
9781781800577,11,8
9781615190218,1,7
9780670038305,15,9
9781455770052,3,3
9781107686465,7,8
9780465020119,11,4
9781433805608,0,10
9781455776849,6,10
9780307452429,3,9
9780486241388,9,1
9780141399959,6,4
9780525537175,5,2
9780878936137,6,9
9780399183645,19,7
9781462507894,20,8
9780547053646,18,6
9781905410620,17,6
9780702062315,5,4
9781593856076,20,6
9781603429870,12,9
9780525479970,13,1
9780702033957,16,0
9781932565218,20,3
9780345379740,7,2
9780099597858,0,9
9780143105824,3,7
9781593853143,21,5
9780062429667,8,0
9780198768814,17,10
9781846043574,6,9
9781556436994,7,7
9780007514144,5,2
9780752266275,11,7
9780199679850,18,2
9780312430009,11,10
9781476748368,12,6
9780199589562,21,1
9781853025778,17,10
9780415345460,12,0
9780979303609,7,7
9781462538249,20,7
9780007307135,10,9
9780170366670,15,8
9780956596253,21,8
9781909865259,5,9
9780714872780,8,3
9781556436307,8,6
9780729542319,7,0
9781628600094,7,3
9780890425541,18,2
9781849059947,12,2
9781841198408,17,6
9781119962861,1,0
9781851688234,9,4
9780393706499,11,9
9781879181588,3,3
9781401950064,0,2
9781462532766,1,10
9780415886819,3,5
9780192854582,1,5
9781107401013,7,2
9781450400954,18,9
9780062075871,13,2
9780982021309,13,5
9780963382115,2,8
9780062316257,8,7
9780393709780,12,8
9781409173892,6,2
9780572022631,18,9
9780060953669,6,10
9780749927837,12,6
9780738210940,12,6
9780062853547,9,7
9780061771224,4,10
9781107657267,18,0
9780968766552,7,9
9780749927653,11,7
9780374533403,2,4
9780062080646,10,1
9780415462990,4,4
9781870244022,6,4
9780199671038,8,3
9780553407990,9,2
9780393704006,11,0
9780963648006,21,7
9781912023035,21,3
9781608828050,0,6
9780241954331,6,1
9780984595440,19,2
9780729537520,2,8
9780205548743,15,9
9781401955410,12,4
9780425279991,10,0
9780393700954,21,2
9780702072765,16,10
9780062376558,20,9
9781462522712,5,2
9781118754603,3,5
9781447264064,21,1
9781138806306,10,9
9780373892648,16,10
9780062252746,16,8
9780941524247,7,0
9781780660059,18,9
9781593857097,0,7
9780385479561,19,1
9780961307387,2,1
9780553278323,6,3
9781250113849,20,5
9781446252536,17,6
9781501144325,15,3
9781786486424,17,10
9780865428713,17,5
9780443062414,16,6
9780393706468,18,9
9780062122704,12,0
9781451184471,18,3
9781472108852,2,9
9781905812059,18,0
9780241382318,8,3
9781885477224,6,4
9780553377842,0,6
9780141978352,3,5
9780729542470,14,4
9780316272865,18,6
9781883725075,13,10
9781582437026,6,1
9780071596954,20,10
9780091882907,16,10
9781683730750,0,2
9781450413985,0,8
9780736067898,10,0
9781409174516,5,7
9780729541947,8,9
9781587790454,1,1
9780857833914,9,3
9781444135237,9,8
9781628602739,4,8
9780932194404,5,8
9780399162701,18,7
9780312063207,17,9
9781473650572,2,3
9781849054935,2,2
9781931282208,10,6
9781501144318,15,8
9781570671975,10,2
9780415448079,7,2
9781462507504,2,2
9780723435655,15,9
9780857833921,10,6
9780330526142,13,8
9781760634407,10,9
9780199688128,15,8
9780986032004,6,9
9780941599603,15,2
9781606233382,21,2
9780688069711,14,9
9780749921675,11,0
9780957149908,1,0
9781785041426,15,8
9781476727264,6,8
9780091948184,7,7
9781780338392,6,5
9780892817498,16,7
9780684846347,18,5
9780199687817,0,9
9780393707137,7,4
9781626251106,9,5
9780241338681,3,9
9780141027586,18,1
9781591470809,11,7
9781451694970,10,0
9781405340410,9,1
9780890190333,12,10
9781471151002,15,2
9781591030454,5,7
9780312310882,18,10
9781446276044,11,2
9781583944585,12,9
9780071844574,13,8
9781608821648,5,4
9781849055376,3,10
9780738215143,14,7
9780985690403,4,8
9780393705553,11,7
9780199699476,8,2
9781593854560,0,8
9781118509173,13,9
9781593853556,16,6
9781583335215,1,3
9780670025503,3,5
9780578135212,2,7
9781474603874,6,7
9780091902551,15,9
9781585624669,5,5
9781860491016,14,1
9781119345237,21,9
9781433805622,4,4
9781623157340,21,10
9780198719021,19,9
9781849059862,7,0
9781846044496,12,4
9780898621839,12,9
9780307887962,18,3
9780702066016,11,1
9781781807583,16,3
9781760422295,8,9
9781524744069,13,6
9781118271889,13,4
9780976136712,7,8
9781849059671,0,4
9780851319056,1,10
9780099551065,6,6
9781623170790,2,7
9780892819799,17,0
9781451695182,0,9
9781612121604,15,10
9781556438776,9,6
9780831400446,6,1
9780199542550,10,9
9780618057078,20,5
9780241973844,3,4
9780241954379,19,4
9780323072007,11,10
9781473953338,2,4
9781250066114,6,4
9780060930721,13,7
9781606236314,6,9
9781447263661,8,6
9781855032521,4,2
9780849921964,10,1
9780335247226,5,0
9781943370108,12,4
9780198529163,11,7
9780062201232,5,6
9780393704228,7,3
9780892817276,12,2
9780393704242,14,9
9780094720909,4,3
9780749918354,5,1
9781843444190,7,9
9780729542753,1,2
9781846147098,9,6
9781587794667,3,9
9781472119230,17,0
9780141189376,18,10
9780393708356,9,5
9780712670463,21,6
9781444706383,14,5
9781451624434,5,5
9781107529151,6,8
9781284093957,2,2
9780062429650,10,9
9781489498953,5,6
9781472105653,9,3
9781640210219,16,5
9780316133760,14,4
9781853158667,11,9
9781849053266,20,7
9780070285279,9,7
9781780224640,2,5
9781855942202,19,7
9780349419442,11,1
9781462527830,14,6
9780912912066,12,5
9781406644296,18,3
9781843109150,20,1
9780805071009,4,2
9781905812196,12,5
9781439102145,12,9
9781577310952,10,1
9780393701715,17,3
9780911910612,13,5
9780749959098,5,4
9780241969427,19,9
9780890425633,7,5
9781591034896,12,2
9780804139809,7,6
9780982978665,4,10
9781845298265,10,4
9780857831675,1,8
9780719566998,8,10
9781626253094,3,0
9781405915557,8,9
9781305263727,11,1
9781509837021,20,0
9780230215580,6,10
9781603586863,5,6
9781603588249,13,5
9781450419895,0,2
9781118454954,19,10
9781743761380,19,7
9780452275355,11,10
9781849052726,3,7
9780091865122,4,8
9780552157629,20,4
9781408893333,3,2
9781906860165,21,2
9781936128426,0,8
9781593856120,1,0
9781606232941,14,3
9780729541732,6,4
9780967089799,8,6
9780198716228,9,7
9780999766804,5,4
9780141978048,11,10
9781472119292,15,10
9780312187194,9,10
9781684030958,14,1
9781472135902,15,3
9780241229446,9,0
9781785927829,6,2
9781930485211,0,10
9780393334777,1,4
9781982067694,10,0
9781608825295,20,10
9781477808702,20,9
9780729542241,8,1
9781592338160,21,4
9781570629778,0,5
9780091954598,10,3
9781848290631,5,0
9780552168861,4,2
9781623172039,6,8
9781845290702,16,3
9780684831831,2,1
9780702047312,16,9
9780889374928,17,3
9781572244160,17,9
9780876121443,1,3
9781849052863,16,3
9780976136729,18,3
9780312427658,16,7
9780316159210,16,7
9780717169269,8,4
9780871319319,21,8
9781541644632,1,3
9780729542401,21,1
9780749916206,17,10
9781452123660,6,5
9780805095159,0,3
9780008353742,16,9
9781890132880,15,7
9781905177585,14,8
9781509823963,12,8
9781409157618,11,1
9780415174299,14,7
9781496354044,21,0
9780443068768,19,8
9781404861091,3,10
9780751565348,20,6
9781473647770,5,9
9781524762230,10,4
9780285626652,11,2
9780199218479,17,10
9781570620805,11,3
9781400033539,18,4
9781626253346,4,5
9780831400781,19,6
9780335247202,6,0
9780735216204,7,10
9781447226017,21,5
9781849050746,18,2
9781462520671,5,9
9781572304628,0,9
9780723438717,11,5
9781899171590,11,10
9780199329250,1,4
9781316618134,9,7
9780393351903,12,2
9781572302723,15,0
9781107401006,12,10
9781451699159,14,5
9781907359156,8,1
9781570672705,21,0
9781476776248,4,3
9780062561435,13,9
9780393705263,0,4
9780061652639,2,8
9780415945684,1,3
9781558616615,9,9
9781615992164,12,3
9780749920135,21,10
9780062286703,4,8
9780062065353,20,5
9781511585620,15,8
9780141182360,4,5
9781590301661,4,3
9781401956790,8,6
9780471084631,1,4
9781585624430,20,6
9780679742449,14,2
9781583335444,0,10
9781771641258,17,1
9781506224473,0,6
9780393709506,6,6
9781780723723,15,5
9781782395508,6,0
9781925228779,14,3
9780914955368,6,2
9781590308196,6,3
9780062571595,3,9
9781975107840,1,8
9781849055024,5,2
9781626250246,6,7
9781482241921,20,2
9780940985599,19,4
9781450413992,13,9
9781572228399,17,8
9780071390118,6,7
9780571161164,10,0
9780961462000,17,8
9781608829101,18,7
9781509899470,7,1
9781909301337,2,4
9780062516060,5,3
9780702051456,6,4
9781576759448,16,0
9781409183754,8,0
9780806905846,7,8
9781509821822,9,10
9781909855472,9,4
9781496339072,14,0
9781462533282,11,1
9780192853929,3,6
9780395755310,16,5
9780399594663,4,7
9781572240445,12,5
9781605295282,5,8
9780393706208,2,5
9780312680084,3,1
9780241973837,16,4
9781107615885,10,3
9781492501626,20,3
9780199693887,17,6
9781447226093,3,5
9781592850990,17,8
9780062309952,2,6
9781598571967,13,5
9780443066320,10,4
9780307272706,18,2
9781785925290,12,2
9781683730873,3,1
9780062684950,13,5
9781451621389,13,7
9781408857977,16,0
9781455754168,10,3
9781844884575,9,6
9781465429780,1,6
9781471136504,11,7
9780349414423,19,0
9781609184964,17,8
9781907904820,3,3
9780963837295,4,3
9781118583180,17,1
9780415807258,0,6
9780446676922,9,4
9781743073681,17,7
9780702066351,0,8
9781572244801,21,5
9780195395525,10,10
9780671736453,14,0
9780982978689,10,0
9781848192645,18,4
9780702055065,8,10
9781591203742,11,0
9780120884674,16,10
9781849055239,6,1
9781760293192,21,8
9780425183090,11,1
9780750648288,18,5
9781617230158,14,0
9781260116120,17,6
9780393707298,6,8
9781623172169,11,8
9780241282076,3,2
9780443069925,3,10
9781462518890,18,1
9780349417387,15,3
9780702053351,5,6
9781451620702,13,1
9781529318708,3,7
9780062316240,9,1
9780091809560,20,10
9781137603487,6,1
9780241216569,11,3
9781848503243,14,4
9781623367299,20,3
9781781808566,10,3
9781591430773,1,0
9780767900959,4,10
9780060894085,13,7
9781632868305,10,0
9780007505142,16,8
9780985615437,15,2
9781118777480,21,7
9781292084978,19,10
9781780224824,12,2
9781501223600,7,1
9781623151478,7,3
9781462528943,5,4
9781849161572,7,1
9781107613980,3,8
9780007176847,10,10
9780199578689,1,0
9780702042324,16,3
9781775274223,6,10
9781593850098,9,4
9781118902400,16,10
9781910559062,5,4
9780393706420,7,9
9780062320049,10,3
9780831400491,12,2
9780199680375,0,1
9781260440294,18,4
9781250018311,15,6
9780892819782,21,2
9780895295484,3,9
9780984392773,10,8
9781925322705,17,6
9781884772009,1,1
9781451193831,0,9
9780767922470,3,9
9781841196749,10,6
9780312338084,9,0
9780008196783,13,3
9780435046873,2,10
9780525534075,2,7
9781433807091,13,6
9780285637221,8,0
9780688172176,14,4
9780995051201,2,1
9780060988470,8,2
9780743264488,19,6
9781401956134,12,10
9780415815062,4,8
9781780661803,15,7
9781849057592,20,1
9780717185719,6,2
9780486223407,6,4
9780062476340,18,8
9780226039053,12,5
9781587790775,9,0
9781406644265,14,2
9781936128778,3,9
9780954599614,13,2
9781845298241,0,4
9780415355278,17,6
9780600633471,6,6
9780940795235,7,7
9781608828159,19,0
9781905664764,20,5
9781401956110,11,2
9781606239186,5,1
9781401902889,3,6
9781893858558,12,5
9780091902056,8,8
9780143118824,21,1
9780323530507,20,10
9781781251706,9,6
9780323353175,8,7
9781935826187,3,8
9781515351511,17,0
9780099592068,6,4
9780323545037,9,9
9781626259492,12,4
9780984481743,0,1
9781849059206,12,1
9780702034473,1,7
9780190930967,9,10
9780140194715,20,8
9780062515421,7,10
9780062426765,9,3
9780393706345,4,6
9780831400705,9,0
9780241346952,10,7
9780801093555,1,4
9781878424082,8,9
9780593079423,14,1
9781608825653,0,5
9781622030958,3,2
9781439107959,2,3
9780863887581,4,10
9780062113320,14,0
9781609184728,9,6
9780674013827,13,10
9781846684319,17,1
9781447226062,15,3
9780553378252,12,4
9781846198847,4,4
9780500518106,1,7
9780738213880,9,2
9781843106951,0,4
9781780227016,21,6
9781509893065,13,0
9781603587297,2,10
9781610392334,18,4
9780415947473,2,6
9780394725673,21,3
9781462528646,5,7
9780393711042,6,3
9780199679867,7,0
9780915556373,12,8
9781462518166,14,0
9781609139711,11,1
9780393705959,15,8
9781604076639,15,3
9781474606530,0,9
9780199698400,17,8
9780425269978,17,10
9780729542302,10,2
9781784741471,15,10
9781138831209,8,0
9780345503428,18,4
9780393324822,8,3
9789241547079,6,5
9781583332894,13,8
9780091939694,5,8
9780099590088,14,7
9781784701994,20,5
9781784703936,15,10
9781473695986,3,4
9780330523622,17,3
9780857501004,21,8
9781780723044,5,9
9781846685828,20,7
9781847946249,20,8
9781925228601,12,2
9780141038872,19,8
9780393609394,20,1
9781783962433,7,8
9781848549562,3,10
9780099302780,9,10
9781450400244,7,2
9780818402531,9,3
9781405930994,16,1
9780553176988,6,0
9780330351690,10,4
9780552151740,2,4
9781405937184,16,4
9780330533447,6,6
9780486284958,5,3
9781607432388,18,9
9780007284870,21,10
9781473620919,17,2
9780141980805,9,0
9780321832016,17,1
9780141985138,20,10
9780141034591,2,2
9780330492270,0,6
9780141981727,8,8
9781607749769,5,2
9780143113102,20,1
9780241956182,10,0
9780753557150,20,1
9781572246959,8,4
9780399165245,10,9
9780141991740,4,7
9781771642484,19,4
9781908435132,2,3
9780465026562,11,2
9780198739838,4,5
9781473680326,5,10
9781781802571,21,7
9780141031484,19,8
9781472117113,8,5
9780330492294,1,4
9780198788607,20,4
9780486272634,17,4
9781903348345,2,0
9781906427795,20,7
9780552562966,2,3
9780753809877,21,4
9780552778053,13,2
9781451683400,5,6
9781447259947,20,10
9780099173311,21,7
9780470894521,12,4
9781626251137,11,0
9781607432395,13,8
9780007250929,20,6
9780099575061,12,5
9780099519850,18,2
9780345539434,3,3
9780345409461,7,3
9781509822805,17,3
9780330453677,9,10
9780982978658,17,3
9781447275404,21,7
9781529110944,16,1
9781784741723,5,9
9780306819117,7,3
9780141991443,16,4
9781843547167,8,3
9780143109679,12,8
9781784161927,7,6
9780141981802,17,4
9780099478898,16,2
9781784700089,16,7
9780307888440,0,10
9781848549005,16,2
9781784160753,7,10
9780143107521,15,6
9781781805473,4,0
9780141988351,17,0
9781848313477,7,1
9780241351574,13,10
9781781256848,9,1
9780141985411,5,0
9780141983219,1,7
9780241270530,12,0
9780099584575,2,0
9781471112683,12,0
9781603580557,3,0
9781119002253,6,0
9780007350544,2,4
9780718185541,3,9
9780241341131,2,2
9780330523592,15,0
9781590173138,5,3
9780345376596,13,10
9780143120537,0,7
9780307279460,10,2
9780143113997,7,9
9780141983042,2,2
9780552775243,21,9
9780486450063,4,2
9781571313560,3,9
9780241951460,3,9
9781409184676,11,4
9781409163862,4,7
9780099769514,18,0
9781784160029,12,9
9780141979090,11,10
9780141975658,9,1
9780141184944,17,8
9780553819229,11,9
9781743311325,4,8
9780241143803,3,5
9781409173922,21,10
9780939616572,9,4
9781864471212,9,3
9780983263371,19,1
